What is the goal of plant ecology,"The goals of plant ecology are to understand the causes of their distribution patterns, productivity, environmental impact, evolution, and responses to environmental change.",222.txt
What science led to botany,"Botany, also called plant science(s) or plant biology, is the science of plant life and a branch of biology.",222.txt
What does the plant use for internal processes,Plant physiology encompasses all the internal chemical and physical activities of plants associated with life.,222.txt
What does the phylogeny of a group represent,The evolutionary relationships and heredity of a group of organisms is called its phylogeny.,222.txt
For what are leaves used,Other approaches used in pigeon homing studies make use of the direction in which the bird vanishes on the horizon.,109.txt
What traits show a shared ancestry,"The opposite of a Show Up is a ""Rip"".",288.txt
What is transpiration,Minerals and water are transported from roots to other parts of the plant in the transpiration stream.,222.txt
What is used now to group plants,In 1998 the Angiosperm Phylogeny Group published a phylogeny for flowering plants based on an analysis of DNA sequences from most families of flowering plants.,222.txt
What was the first plant to have its genome sequenced,"Arabidopsis was the first plant to have its genome sequenced, in 2000.",222.txt
When is the raw form of glucose formed,The sales of the record beat the largest sales in one week on vinyl since 1991.,282.txt
In what plant were cells first discovered by microscope,"In 1665, using an early microscope, Polymath Robert Hooke discovered cells, a term he coined, in cork, and a short time later in living plant tissue.",222.txt
What is the most narrow grouping of a plant,"Often, this front narrows into one or more preferred routes termed flyways.",109.txt
What do Fick's laws do,"In 1855, Adolf Fick formulated Fick's laws that enabled the calculation of the rates of molecular diffusion in biological systems.",222.txt
What science was botany considered to be a part of,"Botany, also called plant science(s) or plant biology, is the science of plant life and a branch of biology.",222.txt
What is the scientific name for seed plants,"The scientific name of a plant represents its genus and its species within the genus, resulting in a single world-wide name for each organism.",222.txt
What cells produce antibodies,These antibodies can also produce a negative response.,111.txt
Who originally discovered these parts of the immune system,"It also involves diseases of other systems, where immune reactions play a part in the pathology and clinical features.",111.txt
What is the primary trigger for immunological changes in teens,Valleys running south to north trigger the best effect.,247.txt
What characterizes a hypersensitivity,Other immune system disorders include various hypersensitivities (such as in asthma and other allergies) that respond inappropriately to otherwise harmless compounds.,111.txt
What two conditions apply to good immunological study,"[citation needed] Some researchers, especially in early British cultural studies, apply a Marxist model to the field.",297.txt
What program requires an additional two years of study,A Master’s degree requires two years of study following the attainment of a bachelor's degree.,111.txt
"In babies, what is another element impacting immune response","On the basis of CST, Burnet developed a theory of how an immune response is triggered according to the self/nonself distinction: ""self"" constituents (constituents of the body) do not trigger destructive immune responses, while ""nonself"" entities (e.g., pathogens, an allograft) trigger a destructive immune response.",111.txt
Evidence suggests that receptors on B cells may do what,There is also some evidence that cell surface receptors on B cells and macrophages may detect sex hormones in the system.,111.txt
What virus specifically suppresses those cells,"The most well-known disease that affects the immune system itself is AIDS, an immunodeficiency characterized by the suppression of CD4+ (""helper"") T cells, dendritic cells and macrophages by the Human Immunodeficiency Virus (HIV).",111.txt
What are two opposing theories of early 20th century immunology,"At the beginning of the 20th century, the early discs played for two minutes, the same as early cylinder records.",282.txt
Humoral immunology involves the interaction of what two elements,The humoral (antibody) response is defined as the interaction between antibodies and antigens.,111.txt
What is the most famous immune system disease,"It charts, measures, and contextualizes the: physiological functioning of the immune system in states of both health and diseases; malfunctions of the immune system in immunological disorders (such as autoimmune diseases, hypersensitivities, immune deficiency, and transplant rejection); the physical, chemical and physiological characteristics of the components of the immune system in vitro, in situ, and in vivo.",111.txt
What kind of disease is AIDS,"The most well-known disease that affects the immune system itself is AIDS, an immunodeficiency characterized by the suppression of CD4+ (""helper"") T cells, dendritic cells and macrophages by the Human Immunodeficiency Virus (HIV).",111.txt
Immunology is a branch of what larger field of study,Immunology is a branch of biomedical science that covers the study of immune systems in all organisms.,111.txt
What are the major organs of the immune system,"The immune system has been divided into a more primitive innate immune system and, in vertebrates, an acquired or adaptive immune system.",111.txt
The Langone Medical Center is part of what college,"For example, in New York State, there are several universities that offer the AAI courses immunology: Albany Medical College, Cornell University, Icahn School of Medicine at Mount Sinai, New York University Langone Medical Center, University at Albany (SUNY), University at Buffalo (SUNY), University of Rochester Medical Center and Upstate Medical University (SUNY).",111.txt
Adolescent immunological changes can also result in what,The many cultivated varieties of wheat are the result of multiple inter- and intra-specific crosses between wild species and their hybrids.,222.txt
What specific hormone catalyzes these changes in females,"During adolescence, the human body undergoes various physical, physiological and immunological changes triggered and mediated by hormones, of which the most significant in females is 17-β-oestradiol (an oestrogen) and, in males, is testosterone.",111.txt
What are antibodies comprised of,"Antibodies are specific proteins released from a certain class of immune cells known as B lymphocytes, while antigens are defined as anything that elicits the generation of antibodies (""anti""body ""gen""erators).",111.txt
Newborns can acquire antibodies from the mother through what means,"For example, the mean level of C3 in a newborn is approximately 65% of that found in the adult.",111.txt
What is a type of immune system disorder,"The immune system has been divided into a more primitive innate immune system and, in vertebrates, an acquired or adaptive immune system.",111.txt
What is one type of adaptive immune system component,"The immune system has been divided into a more primitive innate immune system and, in vertebrates, an acquired or adaptive immune system.",111.txt
The goal of an immunologist is to study what beings,The most important thing about being immunologists is the research because it is the biggest portion of their jobs.,111.txt
What property of T cells caused modification of CST,"During this period of upheaval in the provinces he declared that all the estates of the Church, its congregations, and its religious orders were national property—though in Valencia, most of this property was subsequently acquired by the local bourgeoisie.",160.txt
What are some examples of hypersensitivities,Other immune system disorders include various hypersensitivities (such as in asthma and other allergies) that respond inappropriately to otherwise harmless compounds.,111.txt
What triggers an immune response according to CST,"On the basis of CST, Burnet developed a theory of how an immune response is triggered according to the self/nonself distinction: ""self"" constituents (constituents of the body) do not trigger destructive immune responses, while ""nonself"" entities (e.g., pathogens, an allograft) trigger a destructive immune response.",111.txt
When was clonal selection theory first proposed,"In 1960, Ali Javan co-invented the first gas laser, and fuzzy set theory was introduced by Lotfi Zadeh.",400.txt
What disciplines in medicine have particularly strong immunology applications,"Immunology has applications in numerous disciplines of medicine, particularly in the fields of organ transplantation, oncology, virology, bacteriology, parasitology, psychiatry, and dermatology.",111.txt
What new areas are immunologists studying with more frequency,The most important thing about being immunologists is the research because it is the biggest portion of their jobs.,111.txt
"In general, what does immunology study",Immunology is a branch of biomedical science that covers the study of immune systems in all organisms.,111.txt
What does the introductory AAI immunology course do,The AAI immunology courses include an Introductory Course and an Advance Course.,111.txt
What activity is also greatly reduced in newborn infants,Phagocytic activity is also greatly impaired in newborns.,111.txt
When was migration finally accepted,"On 8 September 1945, U.S. Lt. Gen. John R. Hodge arrived in Incheon to accept the Japanese surrender south of the 38th parallel.",199.txt
When was migration first recorded,"Dharmapala founded the Vikramashila and revived Nalanda, considered one of the first great universities in recorded history.",304.txt
Who recorded the earliest records of migration,"In January 1938, Milt Gabler started recording for his new label, Commodore Records, and to allow for longer continuous performances, he recorded some 12-inch records.",282.txt
What is an example of a shorter migration,"Shorter migrations are common, including altitudinal migrations on mountains such as the Andes and Himalayas.",109.txt
What are the waxwings Bombycilla moving in response to,"Species that have no long-distance migratory relatives, such as the waxwings Bombycilla, are effectively moving in response to winter weather and the loss of their usual winter food, rather than enhanced breeding opportunities.",109.txt
What species has no long-distance migratory relatives,"Species that have no long-distance migratory relatives, such as the waxwings Bombycilla, are effectively moving in response to winter weather and the loss of their usual winter food, rather than enhanced breeding opportunities.",109.txt
What is a greater threat of disease transmission,"Due to the global spread of avian influenza, bird migration has been studied as a possible mechanism of disease transmission, but it has been found not to present a special risk; import of pet and domestic birds is a greater threat.",109.txt
What is a cause of death to birds during migration,Bird migration is not limited to birds that can fly.,109.txt
What route does a migrating bird usually follow,"Often, the migration route of a long-distance migrator bird doesn't follow a straight line between breeding and wintering grounds.",109.txt
What is leap frog migration,This is an example of leap-frog migration.,109.txt
What do young birds form attachments to,Long distance migrants are believed to disperse as young birds and form attachments to potential breeding sites and to favourite wintering sites.,109.txt
What happens in polygynous species with sexual dimophism,"In polygynous species with considerable sexual dimorphism, males tend to return earlier to the breeding sites than their females.",109.txt
What kind of bird flies less efficiently,Theoretical analyses show that detours that increase flight distance by up to 20% will often be adaptive on aerodynamic grounds - a bird that loads itself with food to cross a long barrier flies less efficiently.,109.txt
What does reverse migration lead to,"Reverse migration, where the genetic programming of young birds fails to work properly, can lead to rarities turning up as vagrants thousands of kilometres out of range.",109.txt
What controls a birds migration,Bird migration is not limited to birds that can fly.,109.txt
What do some birds of prey specialize on,Some birds of prey specialize on migrating waders.,109.txt
Who was scientific ringing pioneered by,Scientific ringing was pioneered by Hans Christian Cornelius Mortensen in 1899.,109.txt
What else is climate change been shown to change,"Studies have shown a variety of effects including timing changes in migration, breeding as well as population variations.",109.txt
What does flying in flocks reduce,"Apart from physiological adaptations, migration sometimes requires behavioural changes such as flying in flocks to reduce the energy used in migration or the risk of predation.",109.txt
What causes the behavioral adaptations necessary for migration,"While it is agreed that the behavioral and physiological adaptations necessary for migration are under genetic control, some authors have argued that no genetic change is necessary for migratory behavior to develop in a sedentary species because the genetic framework for migratory behavior exists in nearly all avian lineages.",109.txt
What year was Thomas Bewick's book published,"Thomas Bewick's A History of British Birds (Volume 1, 1797) mentions a report from ""a very intelligent master of a vessel"" who, ""between the islands of Minorca and Majorca, saw great numbers of Swallows flying northward"", and states the situation in Britain as follows: Bewick then describes an experiment which succeeded in keeping swallows alive in Britain for several years, where they remained warm and dry through the winters.",109.txt
Since when have swans been marked,Swans have been marked with a nick on the beak since about 1560 in England.,109.txt
When do large birds of pray migrate,These birds migrate in the daytime.,109.txt
What percentage increase in flight distance will often be adaptive,Theoretical analyses show that detours that increase flight distance by up to 20% will often be adaptive on aerodynamic grounds - a bird that loads itself with food to cross a long barrier flies less efficiently.,109.txt
What is the most common directionof migration in autumn,"More common species, such as the European honey buzzard Pernis apivorus, can be counted in hundreds of thousands in autumn.",109.txt
What do water birds avoid while migrating,"These routes typically follow mountain ranges or coastlines, sometimes rivers, and may take advantage of updrafts and other wind patterns or avoid geographical barriers such as large stretches of open water.",109.txt
What is studied quantitatively inside the cage,The orientation behaviour of the bird inside the cage is studied quantitatively using the distribution of marks that the bird leaves on the walls of the cage.,109.txt
What other species does migration help,"The ability of birds to navigate during migrations cannot be fully explained by endogenous programming, even with the help of responses to environmental cues.",109.txt
What to the migrating birds usually follow,"Often, the migration route of a long-distance migrator bird doesn't follow a straight line between breeding and wintering grounds.",109.txt
When were birds last seen in Keoladeo National Park,Birds were last seen in their favourite wintering grounds in Keoladeo National Park in 2002.,109.txt
What virus is maintained in birds without lethal effects,"Some viruses that are maintained in birds without lethal effects, such as the West Nile Virus may however be spread by migrating birds.",109.txt
What is flying past their destinations called,"This can be due to flying past their destinations as in the ""spring overshoot"" in which birds returning to their breeding areas overshoot and end up further north than intended.",109.txt
What does successful migration depend on for some waders,Plants depend on certain edaphic (soil) and climatic factors in their environment but can modify these factors too.,222.txt
What bird is mentioned in the book of Job,"The Bible also notes migrations, as in the Book of Job (39:26), where the inquiry is made: ""Is it by your insight that the hawk hovers, spreads its wings southward?""",109.txt
What causes the timing of migration,The timing of migration seems to be controlled primarily by changes in day length.,109.txt
Who noted that cranes traveled from Scythia to the Nile,Aristotle noted that cranes traveled from the steppes of Scythia to marshes at the headwaters of the Nile.,109.txt
Until what year did the belief of hibernating birds persist,The driest conditions persist in all inner alpine valleys that receive less rain because arriving clouds lose a lot of their content while crossing the mountains before reaching these areas.,247.txt
What are examples of day migrating raptors,Satellite tracking of day migrating raptors such as ospreys and honey buzzards has shown that older individuals are better at making corrections for wind drift.,109.txt
When do the birds return to warmer regions,"A related phenomenon called ""abmigration"" involves birds from one region joining similar birds from a different breeding region in the common winter grounds and then migrating back along with the new population.",109.txt
What do greater noctule bats feed on,Greater noctule bats feed on nocturnal migrating passerines.,109.txt
What threatens some bird species,Hunting along migration routes threatens some bird species.,109.txt
What are many long distance migrants genetically programmed to do,Many long-distance migrants appear to be genetically programmed to respond to changing day length.,109.txt
When do many insectivorous birds migrate,"Many of the smaller insectivorous birds including the warblers, hummingbirds and flycatchers migrate large distances, usually at night.",109.txt
What else is navigation based on,Navigation is based on a variety of senses.,109.txt
What years did Red crossbills invade England,"Red crossbills Loxia curvirostra too are irruptive, with widespread invasions across England noted in 1251, 1593, 1757, and 1791.",109.txt
What do many birds use as a compass,Many birds have been shown to use a sun compass.,109.txt
What is a benefit of nocturnal migration,One cost of nocturnal migration is the loss of sleep.,109.txt
What are other migration hazards,"Other migration hazards include pollution, storms, wildfires, and habitat destruction along migration routes, denying migrants food at stopover points.",109.txt
What has been studied as a mechanism of disease transmission,"Due to the global spread of avian influenza, bird migration has been studied as a possible mechanism of disease transmission, but it has been found not to present a special risk; import of pet and domestic birds is a greater threat.",109.txt
What is highly labile,Migration in birds is highly labile and is believed to have developed independently in many avian lineages.,109.txt
Who describes an experiment with swallows,"Thomas Bewick's A History of British Birds (Volume 1, 1797) mentions a report from ""a very intelligent master of a vessel"" who, ""between the islands of Minorca and Majorca, saw great numbers of Swallows flying northward"", and states the situation in Britain as follows: Bewick then describes an experiment which succeeded in keeping swallows alive in Britain for several years, where they remained warm and dry through the winters.",109.txt
Who takes advantage of migrating birds,Some predators take advantage of the concentration of birds during migration.,109.txt
What kind of birds fly low over water,"Seabirds fly low over water but gain altitude when crossing land, and the reverse pattern is seen in landbirds.",109.txt
Who do abmigrating birds return with,"As the days shorten in autumn, the birds return to warmer regions where the available food supply varies little with the season.",109.txt
What preys on nocturnal passerine migrants,"A similar strategy is adopted by the greater noctule bat, which preys on nocturnal passerine migrants.",109.txt
What altitude range is most migration recorded,Birds fly at varying altitudes during migration.,109.txt
What might help migrating birds navigate,"The ability of birds to navigate during migrations cannot be fully explained by endogenous programming, even with the help of responses to environmental cues.",109.txt
What is the primary motivation for migration,"The primary motivation for migration appears to be food; for example, some hummingbirds choose not to migrate if fed through the winter.",109.txt
What kind of bird is most likely to abmigrate,"Another set of restrictions was passed in 1998 that restricted the kinds of work youth could partake in, such as work that was considered hazardous like running construction equipment, or certain kinds of factory work.",273.txt
What is magnetoception,"Navigation has also been shown to be based on a combination of other abilities including the ability to detect magnetic fields (magnetoception), use visual landmarks as well as olfactory cues.",109.txt
What is another benefit of nocturnal migration,One cost of nocturnal migration is the loss of sleep.,109.txt
What is Cluster N,"There is a neural connection between the eye and ""Cluster N"", the part of the forebrain that is active during migrational orientation, suggesting that birds may actually be able to see the magnetic field of the earth.",109.txt
When do long distance migrants disperse,"Approximately 1800 of the world's 10,000 bird species are long-distance migrants.",109.txt
"Who wrote ""The Natural History of Selborne""","Even the ""highly observant"" Gilbert White, in his posthumously published 1789 The Natural History of Selborne, quoted a man's story about swallows being found in a chalk cliff collapse ""while he was a schoolboy at Brighthelmstone"", though the man denied being an eyewitness.",109.txt
What are waders called in North America,A similar situation occurs with waders (called shorebirds in North America).,109.txt
What obsticals will migrating birds avoid,Some birds of prey specialize on migrating waders.,109.txt
What is another stopover location,Some examples of important stopover locations are the Bay of Fundy and Delaware Bay.,109.txt
Who wrote 182 papers dealing with the hibernation of swallows,"This belief persisted as late as 1878, when Elliott Coues listed the titles of no less than 182 papers dealing with the hibernation of swallows.",109.txt
What is reverse migration,"Reverse migration, where the genetic programming of young birds fails to work properly, can lead to rarities turning up as vagrants thousands of kilometres out of range.",109.txt
What other location is famous for spring overshoot,"This can be due to flying past their destinations as in the ""spring overshoot"" in which birds returning to their breeding areas overshoot and end up further north than intended.",109.txt
When do caged birds change their preferential direction,"Caged birds display a preferential flight direction that corresponds with the migratory direction they would take in nature, changing their preferential direction at roughly the same time their wild conspecifics change course.",109.txt
What does Zugunruhe mean in English,"Some plants reproduce sexually, some asexually, and some via both means.",222.txt
what do the longer days of summer provide the birds,"Also, the longer days of the northern summer provide extended time for breeding birds to feed their young.",109.txt
What species declined due to hunting in Afghanistand and Asia,"The populations of Siberian cranes (Leucogeranus leucogeranus) that wintered in India declined due to hunting along the route, particularly in Afghanistan and Central Asia.",109.txt
How far do penguins travel when they migrate,"During his travels beginning in 1403, Deshin Shekpa was induced by further exhortations by the Ming court to visit Nanjing by April 10, 1407.",6.txt
What is the primary cue for migration,The primary physiological cue for migration are the changes in the day length.,109.txt
What happens when the site attachment is made,"The ride called ""El Tour de Tucson"" happens in November on the Saturday before Thanksgiving.",390.txt
What are older migrating birds better at,Satellite tracking of day migrating raptors such as ospreys and honey buzzards has shown that older individuals are better at making corrections for wind drift.,109.txt
What is a major threat to migratory birds,"Threats to migratory birds have grown with habitat destruction especially of stopover and wintering sites, as well as structures such as power lines and wind farms.",109.txt
What are smaller insectivorous birds referred to,"Many of the smaller insectivorous birds including the warblers, hummingbirds and flycatchers migrate large distances, usually at night.",109.txt
When do birds molt,The timing of this molt - usually once a year but sometimes twice - varies with some species molting prior to moving to their winter grounds and others molting prior to returning to their breeding grounds.,109.txt
What is a re-introduction scheme,"It has been possible to teach a migration route to a flock of birds, for example in re-introduction schemes.",109.txt
What is the oldest way to study migration,"Bird migration routes have been studied by a variety of techniques including the oldest, marking.",109.txt
What is bird migration,Bird migration is not limited to birds that can fly.,109.txt
What is hightened during migration,"Shorter migrations are common, including altitudinal migrations on mountains such as the Andes and Himalayas.",109.txt
Who wrote A History of British Birds,"However, historians have been bitterly divided on issues of economic history, with the Nationalist school arguing that India was poorer at the end of British rule than at the beginning and that impoverishment occurred because of the British.",304.txt
What is a cost of nocturnal migration,One cost of nocturnal migration is the loss of sleep.,109.txt
What exists in nearly all avian lineages,"While it is agreed that the behavioral and physiological adaptations necessary for migration are under genetic control, some authors have argued that no genetic change is necessary for migratory behavior to develop in a sedentary species because the genetic framework for migratory behavior exists in nearly all avian lineages.",109.txt
What is one of the heaviest migratory funnels,Batumi bottleneck in the Caucasus is one of the heaviest migratory funnels on earth.,109.txt
When is Brasilia's rainy season,"Brasília has a tropical savanna climate (Aw) according to the Köppen system, with two distinct seasons: the rainy season, from October to April, and a dry season, from May to September.",428.txt
What principles of architecture was the Alvorada designed with,The Palácio da Alvorada is the official residence of the President of Brazil.,428.txt
What languages besides Portuguese are taught in Brasilia's schools,The Portuguese language is the official national language and the primary language taught in schools.,428.txt
What is Brazil's Congress called,"After Hoover's death, Congress passed legislation that limited the tenure of future FBI Directors to ten years.",151.txt
Who designed the JK Bridge,"The Juscelino Kubitschek bridge, also known as the 'President JK Bridge' or the 'JK Bridge', crosses Lake Paranoá in Brasília.",428.txt
What is Brasilia famous for,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
Who designed the Planalto,The Palácio do Planalto is the official workplace of the President of Brazil.,428.txt
What lake has some hotels around it,"New hotel facilities are being developed elsewhere, such as the hotels and tourism Sector North, located on the shores of Lake Paranoá.",428.txt
Who is Brasilia's patron saint,Don Bosco is Brasília's patron saint.,428.txt
What does the JK Bridge cross,"The Juscelino Kubitschek bridge, also known as the 'President JK Bridge' or the 'JK Bridge', crosses Lake Paranoá in Brasília.",428.txt
When did Kubitschek become President of Brazil,"Juscelino Kubitschek, President of Brazil from 1956 to 1961, ordered the construction of Brasília, fulfilling the promise of the Constitution and his own political campaign promise.",428.txt
What is the average maximum temperature in Brasilia in September,"September, at the end of the dry season, has the highest average maximum temperature, 28.3 °C (82.9 °F), has major and minor lower maximum average temperature, of 25.1 °C (77.2 °F) and 12.9 °C (55.2 °F), respectively.",428.txt
Who designed the Cathedral of BrasÃ­lia,"After he completed his studies, Bishop Martin Bazan and Prior Diego d'Achebes appointed Dominic to the cathedral chapter and he became a regular canon under the Rule of St. Augustine and the Constitutions for the cathedral church of Osma.",287.txt
What rights did Brasilia gain in 1988,"With the Constitution of 1988 Brasília gained the right to elect its Governor, and a District Assembly (Câmara Legislativa) was elected to exercise legislative power.",428.txt
What climate type does Brasilia have,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
Who designed the PraÃ§a dos TrÃªs Poderes,It is located at the Praça dos Três Poderes in Brasília.,428.txt
What services are central to Brasilia's economy,The area outside the airport's main gate is lined with taxis as well as several bus line services which connect the airport to Brasília's central district.,428.txt
What is the older interstate bus station called,"Because of the growth of Brasília (and corresponding growth in the bus fleet), today the interstate buses leave from the older interstate station (called Rodoferroviária), located at the western end of the Eixo Monumental.",428.txt
What nationality was de Beauvoir,"After a visit to Brasília, the French writer Simone de Beauvoir complained that all of its superquadras exuded ""the same air of elegant monotony,"" and other observers have equated the city's large open lawns, plazas, and fields to wastelands.",428.txt
What is the JK Bridge a nickname for,"The Juscelino Kubitschek bridge, also known as the 'President JK Bridge' or the 'JK Bridge', crosses Lake Paranoá in Brasília.",428.txt
What industries is Brasilia trying to encourage,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
What does 'PalÃ¡cio da Alvorada' mean,The Palácio da Alvorada is the official residence of the President of Brazil.,428.txt
When was the Cathedral of BrasÃ­lia dedicated,The Cathedral was dedicated on 31 May 1970.,428.txt
What is Brasilia's District Assembly called,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
What is the population of Brasilia's metro area,"As of 2015, The Greater Tucson Metro area has exceeded a population of 1 million.",390.txt
When did Brazil pass a new Constitution,"Currently, Brazil does not have any territories, therefore, for now the courts serve only cases from the Federal District.",428.txt
What is the RodoviÃ¡ria,,
Who was the JK Bridge named for,"The Juscelino Kubitschek bridge, also known as the 'President JK Bridge' or the 'JK Bridge', crosses Lake Paranoá in Brasília.",428.txt
What is Brazil's official language,The Palácio do Planalto is the official workplace of the President of Brazil.,428.txt
When was 'The World In Grey' published,"Published in 2008, The World In Grey: Dom Bosco's Prophecy, by author Ryan J. Lucero, tells an apocalypticle story based on the famous prophecy from the late 19th century by the Italian saint Don Bosco.",428.txt
What air sports event did Brasilia host in 2005,Tucson hosts the largest perimeter cycling event in the United States.,390.txt
What nationality will the new international school in Brasilia be,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
What street is Brasilia's newest bus station on,The Central Bus Station also contains a main metro station.,428.txt
What is Brasilia's proper city population,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
What is Brazil's capital,"The Cathedral of Brasília in the capital of the Federative Republic of Brazil, is an expression of the architect Oscar Niemeyer.",428.txt
When did Brasilia's airport add a second runway,"Following the airport's master plan, Infraero built a second runway, which was finished in 2006.",428.txt
What is Brazil's Supreme Court called,The case was dismissed by the U.S Supreme Court.,151.txt
What is Brasilia's GDP,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
What mostly-unplanned cities are around Brasilia,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
What was de Beauvoir's career,"After a visit to Brasília, the French writer Simone de Beauvoir complained that all of its superquadras exuded ""the same air of elegant monotony,"" and other observers have equated the city's large open lawns, plazas, and fields to wastelands.",428.txt
What does 'PraÃ§a dos TrÃªs Poderes' mean,It is located at the Praça dos Três Poderes in Brasília.,428.txt
When did Brasilia's presidential residence open,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
What kinds of restaurants does Brasilia have,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
Who was de Oliveira,"It is named after Juscelino Kubitschek de Oliveira, former president of Brazil.",428.txt
What type of structure is the Cathedral of BrasÃ­lia,"On 31 May 1970, the Cathedral’s structure was finished, and only the 70 m (229.66 ft) diameter of the circular area were visible.",428.txt
What type of sports are popular in Brasilia,"Skiing, snowboarding and mountaineering are among the most popular sports in Switzerland, the nature of the country being particularly suited for such activities.",247.txt
Who wrote 'The World In Grey',"Published in 2008, The World In Grey: Dom Bosco's Prophecy, by author Ryan J. Lucero, tells an apocalypticle story based on the famous prophecy from the late 19th century by the Italian saint Don Bosco.",428.txt
What are 'superquadras' or superblocks,"The residential zones of the inner city are arranged into superquadras (""superblocks""): groups of apartment buildings along with a prescribed number and type of schools, retail stores, and open spaces.",428.txt
What is Brasilia's most important non-service industry,"The service sector – especially banking and insurance, tourism, and international organisations – is another important industry for Switzerland.",247.txt
Who complained that Brasilia was monotonous,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
What region of Brazil is Brasilia in,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
What is in the Planalto Palace,"Also in the square are the glass-faced Planalto Palace housing the presidential offices, and the Palace of the Supreme Court.",428.txt
What did the planners want to have around Lake Paranoa,"Originally the city planners envisioned extensive public areas along the shores of the artificial lake, but during early development private clubs, hotels, and upscale residences and restaurants gained footholds around the water.",428.txt
Who designed gardens for some of Brasilia's major buildings,The Brazilian landscape architect Roberto Burle Marx designed landmark modernist gardens for some of the principal buildings.,428.txt
When did Kubitschek leave office,"Juscelino Kubitschek, President of Brazil from 1956 to 1961, ordered the construction of Brasília, fulfilling the promise of the Constitution and his own political campaign promise.",428.txt
When was Brasilia inaugurated,August 2016 will see the opening of a new international school - The British School of Brasilia.,428.txt
What are the two categories of public funding,"There are two broad categories of public funding, direct, which entails a monetary transfer to a party, and indirect, which includes broadcasting time on state media, use of the mail service or supplies.",285.txt
What are cadre parties,French political scientist Maurice Duverger drew a distinction between cadre parties and mass parties.,285.txt
Brown is associated with what parties,"Similarly, brown is sometimes associated with Nazism, going back to the Nazi Party's tan-uniformed storm troopers.",285.txt
What was the other major party before the Labour party,Before the Labour Party rose in British politics the Liberal Party was the other major political party along with the Conservatives.,285.txt
What are some examples of this,"The earliest examples of visual representations in Iranian history are traced back to the bas-reliefs of Persepolis, c. 500 BC.",400.txt
Who drew a difference between cadre parties and mass parties,French political scientist Maurice Duverger drew a distinction between cadre parties and mass parties.,285.txt
What is Duveger's Law,"By the late 1930s, about half the states in the U.S. had eugenics laws, and California's compulsory sterilization law was used as a model for that of Nazi Germany.",56.txt
Who Issued the Tamworth manifesto,"Peel issued the Tamworth Manifesto in 1834 which set out the basic principles of Conservatism; – the necessity in specific cases of reform in order to survive, but an opposition to unnecessary change, that could lead to ""a perpetual vortex of agitation"".",285.txt
Who were the leaders of the Federalist and Democratic-Republican parties,"The first parties were called Federalist and Republican, followed by a brief period of Republican dominance before a split occurred between National Republicans and Democratic Republicans.",285.txt
Who was the leader if the Whigs,"The leader of the Whigs was Robert Walpole, who maintained control of the government in the period 1721–1742; his protégé was Henry Pelham (1743–1754).",285.txt
What are challenged to an unpopular political party,The tremendous land area and large population of the country are formidable challenges to political parties with a narrow appeal.,285.txt
What do international donors do to promote democracy ,International donors provide financing to political parties in developing countries as a means to promote democracy and good governance.,285.txt
What are the two largest political parties in the UK,"The UK political system, while technically a multi-party system, has functioned generally as a two-party (sometimes called a ""two-and-a-half party"") system; since the 1920s the two largest political parties have been the Conservative Party and the Labour Party.",285.txt
What has the UK political system functioned as,"The UK political system, while technically a multi-party system, has functioned generally as a two-party (sometimes called a ""two-and-a-half party"") system; since the 1920s the two largest political parties have been the Conservative Party and the Labour Party.",285.txt
When did political parties organize themselves into international organizations,"During the 19th and 20th century, many national political parties organized themselves into international organizations along similar policy lines.",285.txt
Who maintains the daily work and records of party meetings,"A political party is typically led by a party leader (the most powerful member and spokesperson representing the party), a party secretary (who maintains the daily work and records of party meetings), party treasurer (who is responsible for membership dues) and party chair (who forms strategies for recruiting and retaining party members, and also chairs party meetings).",285.txt
What was the modern Conservative party created from,The modern Conservative Party was created out of the 'Pittite' Tories of the early 19th century.,285.txt
What color is orange associated with,"Orange is sometimes a color of nationalism, such as in the Netherlands, in Israel with the Orange Camp or with Ulster Loyalists in Northern Ireland; it is also a color of reform such as in Ukraine.",285.txt
What type of parties allow leaders to form frontbench teams,"When the party is represented by members in the lower house of parliament, the party leader simultaneously serves as the leader of the parliamentary group of that full party representation; depending on a minimum number of seats held, Westminster-based parties typically allow for leaders to form frontbench teams of senior fellow members of the parliamentary group to serve as critics of aspects of government policy.",285.txt
When is political change easier,Political change is often easier with a coalition government than in one-party or two-party dominant systems.,285.txt
When did the Tories regain power,The modern Conservative Party was created out of the 'Pittite' Tories of the early 19th century.,285.txt
What are some examples of dominant party systems,Political change is often easier with a coalition government than in one-party or two-party dominant systems.,285.txt
Who was discovered to be selling peerages,"Famously, Lloyd George was found to have been selling peerages.",285.txt
